order_id,client_id,restaurant_id,order_datetime,status,total_amount,payment_method,order_items,courier_name,delivery_assigned_time,delivery_actual_time,delivery_status,actual_delivery_address
1128,861,10,2026-02-07 18:44:02,отменён,628.7,Наличные,"[{""dish_id"": 191, ""quantity"": 3, ""price_at_order"": 18.5}, {""dish_id"": 183, ""quantity"": 2, ""price_at_order"": 139.9}, {""dish_id"": 192, ""quantity"": 3, ""price_at_order"": 97.8}]",,,,,
1129,57,3,2026-05-16 20:04:35,принят,133.6,Наличные,"[{""dish_id"": 59, ""quantity"": 1, ""price_at_order"": 133.6}]",Лукина Трифон,2026-05-16 20:07:35,,выполнен,"с. Волгодонск, ш. Толбухина, д. 3/2 к. 62, 862868"
1130,629,14,2026-02-08 19:47:35,принят,235.6,Карта,"[{""dish_id"": 269, ""quantity"": 2, ""price_at_order"": 117.8}]",Мамонтов Кузьма,2026-02-08 19:57:35,,в пути,
1131,780,6,2026-04-10 06:55:12,доставлен,529.0,СБП,"[{""dish_id"": 119, ""quantity"": 2, ""price_at_order"": 127.2}, {""dish_id"": 120, ""quantity"": 2, ""price_at_order"": 73.7}, {""dish_id"": 119, ""quantity"": 1, ""price_at_order"": 127.2}]",Гаврилов Лаврентий,2026-04-10 07:05:12,2026-04-10 08:11:12,выполнен,
1132,419,2,2026-03-05 00:07:21,принят,223.6,Наличные,"[{""dish_id"": 43, ""quantity"": 2, ""price_at_order"": 111.8}]",Мамонтов Антип,2026-03-05 00:09:21,,назначен,"г. Чебаркуль, ш. Коммунаров, д. 3/9, 673631"
1133,360,1,2026-02-24 22:07:15,доставлен,393.0,Карта,"[{""dish_id"": 10, ""quantity"": 3, ""price_at_order"": 65.5}, {""dish_id"": 10, ""quantity"": 3, ""price_at_order"": 65.5}]",Маслов Илья,2026-02-24 22:12:15,2026-02-24 23:28:15,выполнен,
1134,267,3,2025-12-13 02:21:22,готовится,595.0,GooglePay,"[{""dish_id"": 50, ""quantity"": 2, ""price_at_order"": 52.5}, {""dish_id"": 49, ""quantity"": 2, ""price_at_order"": 124.8}, {""dish_id"": 51, ""quantity"": 3, ""price_at_order"": 30.4}, {""dish_id"": 48, ""quantity"": 2, ""price_at_order"": 37.3}, {""dish_id"": 48, ""quantity"": 2, ""price_at_order"": 37.3}]",Артемьева Фадей,2025-12-13 02:24:22,,в пути,
1135,374,9,2026-02-04 21:34:57,доставлен,143.2,СБП,"[{""dish_id"": 165, ""quantity"": 1, ""price_at_order"": 46.2}, {""dish_id"": 169, ""quantity"": 2, ""price_at_order"": 48.5}]",Носов Андроник,2026-02-04 21:42:57,2026-02-04 22:32:57,выполнен,"п. Партизанск, пер. Луговой, д. 73, 908474"
1136,669,10,2026-03-30 18:35:32,доставлен,400.7,ApplePay,"[{""dish_id"": 180, ""quantity"": 1, ""price_at_order"": 104.2}, {""dish_id"": 191, ""quantity"": 2, ""price_at_order"": 18.5}, {""dish_id"": 194, ""quantity"": 1, ""price_at_order"": 123.7}, {""dish_id"": 186, ""quantity"": 2, ""price_at_order"": 67.9}]",Сорокин Акулина,2026-03-30 18:44:32,2026-03-30 18:56:32,выполнен,
1137,172,20,2025-12-27 10:33:44,готовится,1310.5,ApplePay,"[{""dish_id"": 389, ""quantity"": 3, ""price_at_order"": 124.0}, {""dish_id"": 394, ""quantity"": 1, ""price_at_order"": 97.8}, {""dish_id"": 388, ""quantity"": 2, ""price_at_order"": 103.1}, {""dish_id"": 390, ""quantity"": 3, ""price_at_order"": 129.4}, {""dish_id"": 387, ""quantity"": 3, ""price_at_order"": 82.1}]",Князев Изяслав,2025-12-27 10:36:44,,назначен,
1138,402,1,2026-01-28 06:01:44,доставлен,1021.3,GooglePay,"[{""dish_id"": 6, ""quantity"": 2, ""price_at_order"": 79.6}, {""dish_id"": 3, ""quantity"": 2, ""price_at_order"": 109.6}, {""dish_id"": 9, ""quantity"": 3, ""price_at_order"": 108.9}, {""dish_id"": 7, ""quantity"": 1, ""price_at_order"": 58.2}, {""dish_id"": 4, ""quantity"": 2, ""price_at_order"": 129.0}]",Артемьева Антонина,2026-01-28 06:07:44,2026-01-28 06:29:44,выполнен,
1139,89,9,2026-04-26 06:16:05,доставлен,701.5,ApplePay,"[{""dish_id"": 175, ""quantity"": 2, ""price_at_order"": 118.6}, {""dish_id"": 172, ""quantity"": 3, ""price_at_order"": 76.7}, {""dish_id"": 171, ""quantity"": 3, ""price_at_order"": 55.6}, {""dish_id"": 167, ""quantity"": 1, ""price_at_order"": 67.4}]",Зуев Екатерина,2026-04-26 06:26:05,2026-04-26 07:43:05,выполнен,
1140,410,15,2025-12-16 14:48:58,принят,1420.4,Карта,"[{""dish_id"": 290, ""quantity"": 3, ""price_at_order"": 105.4}, {""dish_id"": 291, ""quantity"": 2, ""price_at_order"": 101.8}, {""dish_id"": 290, ""quantity"": 3, ""price_at_order"": 105.4}, {""dish_id"": 300, ""quantity"": 3, ""price_at_order"": 150.0}, {""dish_id"": 288, ""quantity"": 2, ""price_at_order"": 67.2}]",Рыбаков Валентин,2025-12-16 14:50:58,,выполнен,
1141,278,7,2025-12-21 18:17:08,доставлен,224.4,Наличные,"[{""dish_id"": 138, ""quantity"": 2, ""price_at_order"": 112.2}]",Савельева Зоя,2025-12-21 18:26:08,2025-12-21 19:06:08,выполнен,
1142,663,14,2025-12-28 22:03:27,доставлен,114.9,ApplePay,"[{""dish_id"": 277, ""quantity"": 1, ""price_at_order"": 114.9}]",Носов Остап,2025-12-28 22:11:27,2025-12-28 22:31:27,выполнен,"с. Инта, пер. Бульварный, д. 6, 140857"
1143,101,13,2026-04-08 09:19:00,доставлен,70.9,Карта,"[{""dish_id"": 255, ""quantity"": 1, ""price_at_order"": 70.9}]",Якушева Наркис,2026-04-08 09:22:00,2026-04-08 10:26:00,выполнен,
1144,8,9,2026-01-08 11:18:38,доставлен,275.6,GooglePay,"[{""dish_id"": 175, ""quantity"": 2, ""price_at_order"": 118.6}, {""dish_id"": 166, ""quantity"": 1, ""price_at_order"": 38.4}]",Большаков Фирс,2026-01-08 11:26:38,2026-01-08 12:03:38,выполнен,
1145,926,9,2026-02-16 06:07:41,доставлен,453.6,Карта,"[{""dish_id"": 169, ""quantity"": 3, ""price_at_order"": 48.5}, {""dish_id"": 171, ""quantity"": 2, ""price_at_order"": 55.6}, {""dish_id"": 169, ""quantity"": 1, ""price_at_order"": 48.5}, {""dish_id"": 163, ""quantity"": 1, ""price_at_order"": 148.4}]",Алексеев Таисия,2026-02-16 06:15:41,2026-02-16 06:51:41,выполнен,"д. Мирный, пр. Российский, д. 166 стр. 126, 690174"
1146,817,12,2026-04-07 20:05:22,принят,66.2,GooglePay,"[{""dish_id"": 231, ""quantity"": 1, ""price_at_order"": 66.2}]",Александрова Марк,2026-04-07 20:09:22,,назначен,
1147,364,10,2026-01-17 14:17:27,доставлен,790.7,СБП,"[{""dish_id"": 179, ""quantity"": 3, ""price_at_order"": 70.3}, {""dish_id"": 198, ""quantity"": 1, ""price_at_order"": 39.4}, {""dish_id"": 198, ""quantity"": 2, ""price_at_order"": 39.4}, {""dish_id"": 199, ""quantity"": 1, ""price_at_order"": 59.3}, {""dish_id"": 193, ""quantity"": 3, ""price_at_order"": 134.1}]",Соловьева Алевтина,2026-01-17 14:27:27,2026-01-17 15:01:27,выполнен,
1148,342,8,2026-04-10 02:58:17,доставлен,856.5,GooglePay,"[{""dish_id"": 152, ""quantity"": 3, ""price_at_order"": 20.9}, {""dish_id"": 157, ""quantity"": 2, ""price_at_order"": 109.5}, {""dish_id"": 155, ""quantity"": 2, ""price_at_order"": 136.2}, {""dish_id"": 150, ""quantity"": 3, ""price_at_order"": 100.8}]",Соболев Маргарита,2026-04-10 03:02:17,2026-04-10 04:14:17,выполнен,
1149,796,7,2026-02-21 15:24:13,принят,365.1,GooglePay,"[{""dish_id"": 140, ""quantity"": 3, ""price_at_order"": 121.7}]",Константинова Всеволод,2026-02-21 15:34:13,,в пути,"г. Апшеронск, пр. Победа, д. 6 к. 4/3, 650242"
1150,148,18,2026-06-02 01:36:49,доставлен,217.1,ApplePay,"[{""dish_id"": 347, ""quantity"": 1, ""price_at_order"": 105.8}, {""dish_id"": 366, ""quantity"": 3, ""price_at_order"": 37.1}]",Родионов Феврония,2026-06-02 01:38:49,2026-06-02 02:33:49,выполнен,
1151,652,5,2026-03-21 19:36:17,отменён,494.6,СБП,"[{""dish_id"": 86, ""quantity"": 3, ""price_at_order"": 102.5}, {""dish_id"": 95, ""quantity"": 2, ""price_at_order"": 51.2}, {""dish_id"": 91, ""quantity"": 1, ""price_at_order"": 23.1}, {""dish_id"": 101, ""quantity"": 1, ""price_at_order"": 61.6}]",,,,,
1152,817,1,2026-02-15 04:43:42,доставлен,1012.8,ApplePay,"[{""dish_id"": 4, ""quantity"": 3, ""price_at_order"": 129.0}, {""dish_id"": 5, ""quantity"": 2, ""price_at_order"": 26.4}, {""dish_id"": 11, ""quantity"": 2, ""price_at_order"": 134.7}, {""dish_id"": 7, ""quantity"": 3, ""price_at_order"": 58.2}, {""dish_id"": 4, ""quantity"": 1, ""price_at_order"": 129.0}]",Лукин Октябрина,2026-02-15 04:46:42,2026-02-15 06:03:42,выполнен,
1153,681,13,2026-01-28 06:34:24,готовится,15.5,Карта,"[{""dish_id"": 260, ""quantity"": 1, ""price_at_order"": 15.5}]",Терентьева Агафон,2026-01-28 06:40:24,,назначен,
1154,275,10,2026-03-09 09:43:50,доставлен,340.4,Карта,"[{""dish_id"": 191, ""quantity"": 1, ""price_at_order"": 18.5}, {""dish_id"": 182, ""quantity"": 3, ""price_at_order"": 107.3}]",Степанов Артем,2026-03-09 09:50:50,2026-03-09 10:10:50,выполнен,
1155,727,20,2026-04-13 14:45:44,доставлен,1103.9,ApplePay,"[{""dish_id"": 383, ""quantity"": 3, ""price_at_order"": 136.4}, {""dish_id"": 383, ""quantity"": 3, ""price_at_order"": 136.4}, {""dish_id"": 387, ""quantity"": 1, ""price_at_order"": 82.1}, {""dish_id"": 384, ""quantity"": 2, ""price_at_order"": 60.1}, {""dish_id"": 401, ""quantity"": 1, ""price_at_order"": 83.2}]",Уварова Агафон,2026-04-13 14:48:44,2026-04-13 16:06:44,выполнен,
1156,943,15,2026-04-22 07:26:29,принят,76.8,GooglePay,"[{""dish_id"": 292, ""quantity"": 1, ""price_at_order"": 76.8}]",Гущин Регина,2026-04-22 07:36:29,,назначен,
1157,944,19,2026-01-12 05:07:43,принят,335.4,GooglePay,"[{""dish_id"": 376, ""quantity"": 2, ""price_at_order"": 78.8}, {""dish_id"": 379, ""quantity"": 1, ""price_at_order"": 31.7}, {""dish_id"": 380, ""quantity"": 1, ""price_at_order"": 101.8}, {""dish_id"": 372, ""quantity"": 1, ""price_at_order"": 44.3}]",Сидорова Софрон,2026-01-12 05:12:43,,выполнен,
1158,124,16,2026-02-20 16:41:48,доставлен,347.4,GooglePay,"[{""dish_id"": 320, ""quantity"": 3, ""price_at_order"": 115.8}]",Васильев Давыд,2026-02-20 16:49:48,2026-02-20 17:17:48,выполнен,
1159,325,10,2026-01-26 06:17:15,отменён,460.1,GooglePay,"[{""dish_id"": 184, ""quantity"": 1, ""price_at_order"": 20.8}, {""dish_id"": 188, ""quantity"": 1, ""price_at_order"": 54.1}, {""dish_id"": 190, ""quantity"": 2, ""price_at_order"": 112.5}, {""dish_id"": 192, ""quantity"": 1, ""price_at_order"": 97.8}, {""dish_id"": 184, ""quantity"": 3, ""price_at_order"": 20.8}]",,,,,
1160,888,7,2025-12-14 20:42:36,готовится,112.3,СБП,"[{""dish_id"": 127, ""quantity"": 1, ""price_at_order"": 112.3}]",Шубин Алла,2025-12-14 20:44:36,,назначен,
1161,823,4,2026-06-08 12:26:17,принят,626.0,Карта,"[{""dish_id"": 65, ""quantity"": 1, ""price_at_order"": 136.7}, {""dish_id"": 75, ""quantity"": 1, ""price_at_order"": 126.2}, {""dish_id"": 74, ""quantity"": 3, ""price_at_order"": 73.3}, {""dish_id"": 67, ""quantity"": 1, ""price_at_order"": 56.8}, {""dish_id"": 73, ""quantity"": 1, ""price_at_order"": 86.4}]",Галкина Амвросий,2026-06-08 12:30:17,,в пути,
1162,121,7,2026-05-22 02:52:52,доставлен,855.9,Карта,"[{""dish_id"": 141, ""quantity"": 2, ""price_at_order"": 105.0}, {""dish_id"": 140, ""quantity"": 3, ""price_at_order"": 121.7}, {""dish_id"": 129, ""quantity"": 3, ""price_at_order"": 93.6}]",Якушев Платон,2026-05-22 02:58:52,2026-05-22 04:02:52,выполнен,
1163,980,4,2026-03-06 05:15:42,готовится,148.9,ApplePay,"[{""dish_id"": 76, ""quantity"": 1, ""price_at_order"": 148.9}]",Пономарев Ипполит,2026-03-06 05:25:42,,назначен,
1164,273,14,2026-03-24 22:25:59,готовится,430.6,Наличные,"[{""dish_id"": 278, ""quantity"": 2, ""price_at_order"": 29.0}, {""dish_id"": 276, ""quantity"": 3, ""price_at_order"": 124.2}]",Ларионов Игорь,2026-03-24 22:32:59,,выполнен,
1165,427,9,2026-06-08 12:15:09,принят,1098.5,СБП,"[{""dish_id"": 167, ""quantity"": 2, ""price_at_order"": 67.4}, {""dish_id"": 169, ""quantity"": 2, ""price_at_order"": 48.5}, {""dish_id"": 165, ""quantity"": 3, ""price_at_order"": 46.2}, {""dish_id"": 175, ""quantity"": 3, ""price_at_order"": 118.6}, {""dish_id"": 174, ""quantity"": 3, ""price_at_order"": 124.1}]",Зуев Варвара,2026-06-08 12:22:09,,в пути,
1166,848,20,2026-01-17 14:03:09,доставлен,430.4,Наличные,"[{""dish_id"": 384, ""quantity"": 2, ""price_at_order"": 60.1}, {""dish_id"": 385, ""quantity"": 1, ""price_at_order"": 56.8}, {""dish_id"": 390, ""quantity"": 1, ""price_at_order"": 129.4}, {""dish_id"": 389, ""quantity"": 1, ""price_at_order"": 124.0}]",Игнатьева Виталий,2026-01-17 14:13:09,2026-01-17 15:02:09,выполнен,
1167,828,14,2026-03-16 22:05:25,доставлен,71.0,GooglePay,"[{""dish_id"": 270, ""quantity"": 2, ""price_at_order"": 35.5}]",Жданова Болеслав,2026-03-16 22:09:25,2026-03-16 22:55:25,выполнен,
1168,33,1,2026-01-28 08:48:47,доставлен,38.4,ApplePay,"[{""dish_id"": 18, ""quantity"": 1, ""price_at_order"": 38.4}]",Сысоев Фирс,2026-01-28 08:50:47,2026-01-28 09:43:47,выполнен,
1169,875,2,2026-05-06 13:13:43,готовится,144.2,GooglePay,"[{""dish_id"": 38, ""quantity"": 1, ""price_at_order"": 144.2}]",Калашников Мир,2026-05-06 13:21:43,,в пути,"п. Уэлен, бул. Мелиоративный, д. 3 стр. 30, 520895"
1170,718,19,2026-01-05 20:03:40,готовится,504.4,ApplePay,"[{""dish_id"": 374, ""quantity"": 2, ""price_at_order"": 123.6}, {""dish_id"": 371, ""quantity"": 1, ""price_at_order"": 86.8}, {""dish_id"": 378, ""quantity"": 1, ""price_at_order"": 46.8}, {""dish_id"": 374, ""quantity"": 1, ""price_at_order"": 123.6}]",Поляков Потап,2026-01-05 20:11:40,,выполнен,"г. Ербогачен, пер. Парижской Коммуны, д. 15 к. 1, 324913"
1171,945,9,2026-05-31 05:18:00,доставлен,202.2,ApplePay,"[{""dish_id"": 167, ""quantity"": 3, ""price_at_order"": 67.4}]",Цветкова Лавр,2026-05-31 05:20:00,2026-05-31 06:21:00,выполнен,
1172,871,19,2026-01-25 05:42:47,доставлен,831.7,СБП,"[{""dish_id"": 367, ""quantity"": 1, ""price_at_order"": 72.0}, {""dish_id"": 369, ""quantity"": 1, ""price_at_order"": 149.7}, {""dish_id"": 376, ""quantity"": 2, ""price_at_order"": 78.8}, {""dish_id"": 367, ""quantity"": 3, ""price_at_order"": 72.0}, {""dish_id"": 376, ""quantity"": 3, ""price_at_order"": 78.8}]",Киселев Иосиф,2026-01-25 05:50:47,2026-01-25 06:09:47,выполнен,
1173,325,12,2026-05-17 19:25:55,доставлен,633.4,GooglePay,"[{""dish_id"": 240, ""quantity"": 3, ""price_at_order"": 97.0}, {""dish_id"": 241, ""quantity"": 3, ""price_at_order"": 33.0}, {""dish_id"": 224, ""quantity"": 2, ""price_at_order"": 45.5}, {""dish_id"": 234, ""quantity"": 3, ""price_at_order"": 50.8}]",Селиверстова Зинаида,2026-05-17 19:35:55,2026-05-17 20:05:55,выполнен,
1174,956,19,2026-05-04 14:50:08,готовится,173.6,СБП,"[{""dish_id"": 371, ""quantity"": 1, ""price_at_order"": 86.8}, {""dish_id"": 371, ""quantity"": 1, ""price_at_order"": 86.8}]",Ширяев Михей,2026-05-04 14:56:08,,назначен,
1175,685,13,2025-12-18 19:16:57,принят,294.7,ApplePay,"[{""dish_id"": 253, ""quantity"": 2, ""price_at_order"": 38.2}, {""dish_id"": 247, ""quantity"": 3, ""price_at_order"": 25.5}, {""dish_id"": 255, ""quantity"": 2, ""price_at_order"": 70.9}]",Селезнева Раиса,2025-12-18 19:22:57,,в пути,
1176,707,5,2026-01-11 14:26:56,готовится,1060.5,Карта,"[{""dish_id"": 89, ""quantity"": 1, ""price_at_order"": 128.1}, {""dish_id"": 96, ""quantity"": 1, ""price_at_order"": 83.0}, {""dish_id"": 79, ""quantity"": 2, ""price_at_order"": 128.3}, {""dish_id"": 77, ""quantity"": 3, ""price_at_order"": 128.5}, {""dish_id"": 78, ""quantity"": 3, ""price_at_order"": 69.1}]",Туров Ипатий,2026-01-11 14:32:56,,назначен,
1177,827,12,2026-04-05 11:33:50,доставлен,559.7,Карта,"[{""dish_id"": 233, ""quantity"": 1, ""price_at_order"": 70.1}, {""dish_id"": 239, ""quantity"": 2, ""price_at_order"": 99.3}, {""dish_id"": 240, ""quantity"": 1, ""price_at_order"": 97.0}, {""dish_id"": 240, ""quantity"": 2, ""price_at_order"": 97.0}]",Евсеев Георгий,2026-04-05 11:43:50,2026-04-05 12:45:50,выполнен,"д. Лесной (Сверд.), ул. Инженерная, д. 7/6 к. 4, 285803"
1178,480,2,2026-01-22 13:11:23,отменён,507.0,ApplePay,"[{""dish_id"": 23, ""quantity"": 3, ""price_at_order"": 55.7}, {""dish_id"": 25, ""quantity"": 3, ""price_at_order"": 81.3}, {""dish_id"": 24, ""quantity"": 2, ""price_at_order"": 48.0}]",,,,,
1179,268,6,2026-02-27 16:34:58,доставлен,424.4,Карта,"[{""dish_id"": 123, ""quantity"": 2, ""price_at_order"": 111.9}, {""dish_id"": 111, ""quantity"": 1, ""price_at_order"": 121.4}, {""dish_id"": 108, ""quantity"": 1, ""price_at_order"": 79.2}]",Антонова Ираклий,2026-02-27 16:38:58,2026-02-27 17:00:58,выполнен,
1180,859,5,2026-05-18 08:27:32,доставлен,500.1,Карта,"[{""dish_id"": 93, ""quantity"": 3, ""price_at_order"": 129.6}, {""dish_id"": 98, ""quantity"": 3, ""price_at_order"": 37.1}]",Григорьев Константин,2026-05-18 08:34:32,2026-05-18 09:57:32,выполнен,
1181,231,1,2026-03-27 23:46:19,доставлен,365.6,ApplePay,"[{""dish_id"": 17, ""quantity"": 2, ""price_at_order"": 66.4}, {""dish_id"": 13, ""quantity"": 1, ""price_at_order"": 33.6}, {""dish_id"": 17, ""quantity"": 3, ""price_at_order"": 66.4}]",Бирюков Валерия,2026-03-27 23:53:19,2026-03-28 00:11:19,выполнен,
1182,460,14,2026-01-26 15:11:05,доставлен,29.0,ApplePay,"[{""dish_id"": 278, ""quantity"": 1, ""price_at_order"": 29.0}]",Федосеева Владимир,2026-01-26 15:14:05,2026-01-26 15:40:05,выполнен,
1183,23,15,2026-04-03 14:57:35,доставлен,1206.3,ApplePay,"[{""dish_id"": 297, ""quantity"": 2, ""price_at_order"": 116.7}, {""dish_id"": 293, ""quantity"": 3, ""price_at_order"": 113.9}, {""dish_id"": 289, ""quantity"": 2, ""price_at_order"": 110.2}, {""dish_id"": 290, ""quantity"": 1, ""price_at_order"": 105.4}, {""dish_id"": 291, ""quantity"": 3, ""price_at_order"": 101.8}]",Маркова Аникита,2026-04-03 15:03:35,2026-04-03 15:20:35,выполнен,
1184,936,4,2026-03-19 23:22:49,доставлен,993.7,Карта,"[{""dish_id"": 63, ""quantity"": 2, ""price_at_order"": 136.8}, {""dish_id"": 76, ""quantity"": 3, ""price_at_order"": 148.9}, {""dish_id"": 65, ""quantity"": 2, ""price_at_order"": 136.7}]",Кабанов Адриан,2026-03-19 23:28:49,2026-03-19 23:45:49,выполнен,
1185,834,11,2026-02-12 12:12:18,принят,279.3,СБП,"[{""dish_id"": 211, ""quantity"": 1, ""price_at_order"": 65.8}, {""dish_id"": 207, ""quantity"": 3, ""price_at_order"": 25.5}, {""dish_id"": 212, ""quantity"": 1, ""price_at_order"": 137.0}]",Лыткина Арефий,2026-02-12 12:17:18,,в пути,
1186,448,11,2026-05-05 07:22:02,принят,924.6,Карта,"[{""dish_id"": 206, ""quantity"": 3, ""price_at_order"": 113.0}, {""dish_id"": 203, ""quantity"": 2, ""price_at_order"": 24.3}, {""dish_id"": 214, ""quantity"": 1, ""price_at_order"": 75.8}, {""dish_id"": 212, ""quantity"": 2, ""price_at_order"": 137.0}, {""dish_id"": 221, ""quantity"": 3, ""price_at_order"": 62.4}]",Федосеева Ким,2026-05-05 07:26:02,,в пути,
1187,947,12,2026-06-09 22:05:47,доставлен,120.3,Карта,"[{""dish_id"": 243, ""quantity"": 1, ""price_at_order"": 120.3}]",Громова Сократ,2026-06-09 22:15:47,2026-06-09 23:18:47,выполнен,
1188,366,14,2026-05-24 22:01:28,доставлен,974.0,ApplePay,"[{""dish_id"": 276, ""quantity"": 1, ""price_at_order"": 124.2}, {""dish_id"": 269, ""quantity"": 3, ""price_at_order"": 117.8}, {""dish_id"": 280, ""quantity"": 2, ""price_at_order"": 144.7}, {""dish_id"": 270, ""quantity"": 3, ""price_at_order"": 35.5}, {""dish_id"": 279, ""quantity"": 3, ""price_at_order"": 33.5}]",Попова Вера,2026-05-24 22:08:28,2026-05-24 22:45:28,выполнен,
1189,890,14,2025-12-30 10:48:37,доставлен,372.4,Карта,"[{""dish_id"": 277, ""quantity"": 2, ""price_at_order"": 114.9}, {""dish_id"": 274, ""quantity"": 1, ""price_at_order"": 142.6}]",Агафонов Фотий,2025-12-30 10:55:37,2025-12-30 12:06:37,выполнен,
1190,643,14,2025-12-15 06:57:01,отменён,603.7,СБП,"[{""dish_id"": 269, ""quantity"": 2, ""price_at_order"": 117.8}, {""dish_id"": 271, ""quantity"": 3, ""price_at_order"": 122.7}]",,,,,"п. Смоленск, алл. Гвардейская, д. 890 к. 5, 793911"
1191,108,19,2026-03-11 11:49:54,готовится,853.7,Наличные,"[{""dish_id"": 379, ""quantity"": 1, ""price_at_order"": 31.7}, {""dish_id"": 376, ""quantity"": 2, ""price_at_order"": 78.8}, {""dish_id"": 376, ""quantity"": 3, ""price_at_order"": 78.8}, {""dish_id"": 382, ""quantity"": 2, ""price_at_order"": 85.6}, {""dish_id"": 382, ""quantity"": 3, ""price_at_order"": 85.6}]",Крылов Святослав,2026-03-11 11:57:54,,назначен,
1192,669,11,2026-06-10 08:49:19,принят,914.0,Карта,"[{""dish_id"": 214, ""quantity"": 1, ""price_at_order"": 75.8}, {""dish_id"": 221, ""quantity"": 2, ""price_at_order"": 62.4}, {""dish_id"": 202, ""quantity"": 3, ""price_at_order"": 76.9}, {""dish_id"": 203, ""quantity"": 3, ""price_at_order"": 24.3}, {""dish_id"": 220, ""quantity"": 3, ""price_at_order"": 136.6}]",Овчинников Любовь,2026-06-10 08:55:19,,в пути,
1193,750,2,2025-12-11 19:46:55,доставлен,248.0,Наличные,"[{""dish_id"": 29, ""quantity"": 2, ""price_at_order"": 124.0}]",Семенов Евстигней,2025-12-11 19:50:55,2025-12-11 21:09:55,выполнен,
1194,775,9,2026-04-26 18:40:06,принят,329.2,GooglePay,"[{""dish_id"": 173, ""quantity"": 2, ""price_at_order"": 130.9}, {""dish_id"": 167, ""quantity"": 1, ""price_at_order"": 67.4}]",Копылов Мир,2026-04-26 18:48:06,,в пути,
1195,918,18,2026-02-24 12:08:33,доставлен,107.4,Наличные,"[{""dish_id"": 353, ""quantity"": 1, ""price_at_order"": 107.4}]",Федорова Евфросиния,2026-02-24 12:16:33,2026-02-24 12:49:33,выполнен,
1196,962,19,2026-05-31 15:50:53,доставлен,862.2,ApplePay,"[{""dish_id"": 371, ""quantity"": 3, ""price_at_order"": 86.8}, {""dish_id"": 374, ""quantity"": 2, ""price_at_order"": 123.6}, {""dish_id"": 368, ""quantity"": 2, ""price_at_order"": 102.8}, {""dish_id"": 379, ""quantity"": 2, ""price_at_order"": 31.7}, {""dish_id"": 382, ""quantity"": 1, ""price_at_order"": 85.6}]",Морозова Зинаида,2026-05-31 16:00:53,2026-05-31 16:47:53,выполнен,"к. Суздаль, пр. Кирова, д. 7, 607236"
1197,901,3,2026-02-21 09:23:42,принят,721.2,GooglePay,"[{""dish_id"": 57, ""quantity"": 3, ""price_at_order"": 101.6}, {""dish_id"": 44, ""quantity"": 3, ""price_at_order"": 34.8}, {""dish_id"": 56, ""quantity"": 1, ""price_at_order"": 69.3}, {""dish_id"": 56, ""quantity"": 3, ""price_at_order"": 69.3}, {""dish_id"": 44, ""quantity"": 1, ""price_at_order"": 34.8}]",Трофимова Арефий,2026-02-21 09:30:42,,в пути,
1198,701,17,2026-05-07 22:27:37,доставлен,746.2,СБП,"[{""dish_id"": 335, ""quantity"": 2, ""price_at_order"": 137.0}, {""dish_id"": 338, ""quantity"": 2, ""price_at_order"": 18.0}, {""dish_id"": 333, ""quantity"": 3, ""price_at_order"": 128.5}, {""dish_id"": 337, ""quantity"": 1, ""price_at_order"": 50.7}]",Логинов Рюрик,2026-05-07 22:37:37,2026-05-07 23:06:37,выполнен,
1199,387,5,2026-01-30 00:51:18,готовится,1337.0,ApplePay,"[{""dish_id"": 81, ""quantity"": 2, ""price_at_order"": 144.8}, {""dish_id"": 100, ""quantity"": 3, ""price_at_order"": 109.2}, {""dish_id"": 85, ""quantity"": 3, ""price_at_order"": 68.6}, {""dish_id"": 77, ""quantity"": 2, ""price_at_order"": 128.5}, {""dish_id"": 77, ""quantity"": 2, ""price_at_order"": 128.5}]",Никитин Гедеон,2026-01-30 00:55:18,,выполнен,
1200,440,9,2025-12-11 04:50:32,готовится,60.9,СБП,"[{""dish_id"": 162, ""quantity"": 1, ""price_at_order"": 60.9}]",Кудрявцева Вацлав,2025-12-11 04:57:32,,назначен,
1201,201,13,2026-03-25 09:21:07,готовится,952.4,Наличные,"[{""dish_id"": 249, ""quantity"": 3, ""price_at_order"": 114.2}, {""dish_id"": 253, ""quantity"": 2, ""price_at_order"": 38.2}, {""dish_id"": 245, ""quantity"": 2, ""price_at_order"": 53.4}, {""dish_id"": 266, ""quantity"": 2, ""price_at_order"": 99.1}, {""dish_id"": 249, ""quantity"": 2, ""price_at_order"": 114.2}]",Смирнов Евдоким,2026-03-25 09:25:07,,назначен,"д. Елатьма, ш. Шахтерское, д. 1 к. 4, 516026"
1202,992,2,2026-04-06 21:48:01,готовится,1155.1,ApplePay,"[{""dish_id"": 30, ""quantity"": 3, ""price_at_order"": 112.3}, {""dish_id"": 26, ""quantity"": 2, ""price_at_order"": 89.3}, {""dish_id"": 42, ""quantity"": 3, ""price_at_order"": 131.9}, {""dish_id"": 25, ""quantity"": 3, ""price_at_order"": 81.3}]",Дроздова Лидия,2026-04-06 21:55:01,,в пути,
1203,863,1,2026-02-11 17:08:27,доставлен,478.9,ApplePay,"[{""dish_id"": 11, ""quantity"": 2, ""price_at_order"": 134.7}, {""dish_id"": 14, ""quantity"": 2, ""price_at_order"": 37.4}, {""dish_id"": 11, ""quantity"": 1, ""price_at_order"": 134.7}]",Меркушев Потап,2026-02-11 17:14:27,2026-02-11 17:41:27,выполнен,
